fips,county,year,population,x18,x65_and_over,african_american,american_indian_alaskan_native,asian,native_hawaiian_other_pacific_islander,hispanic,percent_not_proficient_in_english,female,rural,diabetes,physical_inactivity.x,percent_high_housing_costs,percent_free_lunch,percent_drive_alone,percent_diabetic,percent_illiterate,zip_codes_with_healthy_foods,number_zip_codes.x,percent_healthy_foods,percent_park_access,percent_food_insecure,number_limited_access.x,percent_limited_access.x,percent_asian,number_food_insecure,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_insufficient_sleep,segregation_index,segregation_index_2,percent_free_or_reduced_lunch,percent_limited_access_to_healthy_foods,deaths,ypll_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,percent_lbw,percent_smokers,percent_obese,percent_excessive_drinking,sti_cases,rates_per_100_000,teen_births,percent_uninsured,pcp_no,no_of_medicare_enrollees,acsc_rate,percent_hb_a1c,mammography_rate,afgr,psed,percent_unemployed,percent_children_in_poverty,percent_no_social_emotional_support,percent_single_parent_households,violent_crimes,pm_days,ozone_days,zip_codes_with_healthy_food,number_zip_codes.y,percent_healthy_food,rec_facs,rec_fac_rate,physical_inactivity.y,motor_vehicle_deaths,number_pcp,number_medicare_enrollees,number_diabetics,number_households,number_limited_access.y,percent_limited_access.y,number_fast_foods,percent_fast_foods,live_births,percent_physically_inactive,dentist_ratio,percent_mammography,percent_some_college,annual_violent_crimes,average_daily_pm25,percent_pop_in_viol,number_rec_facilities,rec_facility_rate,food_environment_index,percent_with_access,percent_alcohol_impaired,mhp_ratio,graduation_rate,injury_deaths,number_household_with_severe_problems,percent_severe_housing_problems,number_deaths,number_live_births,number_primary_care_physicians,number_mental_health_providers,preventable_hosp_rate,percent_receiving_hb_a1c,number_associations,number_violent_crimes,number_injury_deaths,presence_of_violation
51053,Dinwiddie,2017,27852,NA,NA,NA,NA,NA,NA,NA,0.2218962729,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,14.4,1574.9717418,5.6246981958,0.6606347839,4030,10.555051533,10.889642763,34.4,22.436254349,22.741923381,52.182718272,NA,NA,8569.9,16.602669248,3.5454184062,3.4410538031,9.398034398,16.98896532,32.7,15.756670534,118,NA,168,13.429643855,NA,NA,NA,NA,NA,NA,NA,5.3413120567,17.5,NA,35.295135884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240,414,5777,NA,NA,NA,NA,NA,26.5,13926:1,58.215962441,52.206104563,NA,8.9,NA,NA,NA,7.4,44.00557123,19.35483871,9284:1,75,NA,NA,12.336354481,407,1628,4,3,57.03,86.473429952,23,63,95,No
51057,Essex,2017,11130,NA,NA,NA,NA,NA,NA,NA,0.2084320227,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,15.2,1004.8621222,9.0114081449,1.0332434861,1700,11.230800671,11.307579086,36.8,17.895719165,18.707677317,68.020969856,NA,NA,7804,16.806444292,3.6970808137,3.5156599116,12.249208025,17.841148035,32.7,13.889191986,54,NA,103,16.266696853,NA,NA,NA,NA,NA,NA,NA,5.4200542005,26.7,NA,36.89533861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712,224,2274,NA,NA,NA,NA,NA,27.2,1590:1,72.941176471,52.839185089,NA,8.3,NA,NA,NA,6.8,15.424625594,23.076923077,5565:1,82.5,NA,NA,13.885647608,181,947,2,2,40.32,87.946428571,20,25,40,Yes
51059,Fairfax,2017,1142234,NA,NA,NA,NA,NA,NA,NA,6.3919283057,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,5.7,13853.257275,1.2806623188,19.478758293,63460,7.7706588173,8.3833128913,32.9,41.999821039,27.456991388,27.578391462,NA,NA,3329.6,10.971806527,2.5638514195,2.631577238,7.0004866087,11.446315462,20.3,17.176051701,2250,NA,2792,10.894612678,NA,NA,NA,NA,NA,NA,NA,3.5562081727,7.5,NA,18.572767449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115488,8532,269949,NA,NA,NA,NA,NA,15.6,993:1,61.141076351,80.137453072,NA,8.8,NA,NA,NA,9.6,99.534817505,23.58974359,683:1,87,NA,NA,14.503346926,5976,104807,1170,1673,30.3,86.486169714,936,1010,1860,No
51061,Fauquier,2017,68782,NA,NA,NA,NA,NA,NA,NA,1.3089993707,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,6.6,720.23714145,1.1046073669,1.6079788317000001,4420,8.6998837157,9.3051034361,35,17.695510254,13.913925068,24.522113943,NA,NA,5662,11.74656258,2.9496425675,3.0755847542,6.4058956916,15.366554401,25.5,18.636498248,156,NA,287,10.910067765,NA,NA,NA,NA,NA,NA,NA,3.929415034,8.3,NA,18.897783251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8414,977,16240,NA,NA,NA,NA,NA,24.3,1859:1,60.814606742,65.33950215,NA,9.3,NA,NA,NA,9.5,66.311366041,25.806451613,1495:1,89,NA,NA,13.359273671,710,5292,36,46,53.07,86.693961105,93,52.666666667,234,Yes
51063,Floyd,2017,15651,NA,NA,NA,NA,NA,NA,NA,0.7334465195,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,8.9,1650.6530033,10.803409931,0.5878218644,1380,9.6433122613,10.330935991,33.5,49.249858422,28.213862857,48.713738369,NA,NA,6471.1,13.291118871,3.2406125797,3.3231901378,7.4641148325,15.250593549,26.5,16.528540799,22,NA,87,16.275316711,NA,NA,NA,NA,NA,NA,NA,3.9808153477,18.2,NA,11.702458761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2241,281,3213,NA,NA,NA,NA,NA,24.7,7826:1,61.081081081,49.09664468,NA,8.5,NA,NA,NA,8,43.137639898,30.769230769,2236:1,92.5,NA,NA,9.5316351684,218,1045,6,7,34.77,91.459074733,24,10.333333333,73,Yes
51065,Fluvanna,2017,26235,NA,NA,NA,NA,NA,NA,NA,0.0812942037,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,8.6,621.88827041,2.4206464148,0.7318467696,2240,8.6732914895,9.7285673589,33.8,25.903578402,22.21576832,31.899641577,NA,NA,5579.6,11.282503572,2.8674273877,3.1279094694,6.9543147208,14.201746341,27.6,17.88978419,44,NA,96,12.092350653,NA,NA,NA,NA,NA,NA,NA,3.729498989,10.4,NA,24.038807043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723,587,5566,NA,NA,NA,NA,NA,22.9,6559:1,70.813397129,60.568546538,NA,8.5,NA,NA,NA,8.9,52.134988907,45,2624:1,90,NA,NA,12.632135307,275,1970,7,10,33.78,89.437819421,23,19.666666667,74,Yes
51067,Franklin,2017,56264,NA,NA,NA,NA,NA,NA,NA,0.5950604387,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,10.9,3988.1144124,7.1014697777,0.4798805631,6150,10.390150971,10.803264745,33,50.050452395,44.784274566,46.62928848,NA,NA,7652.7,14.552833884,3.5216263649,3.4681296539,8.5568669528,17.241806081,28.4,15.849712287,155,NA,390,15.616583412,NA,NA,NA,NA,NA,NA,NA,4.6391561119,19.1,NA,26.628716003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7290,932,11067,NA,NA,NA,NA,NA,22.3,5626:1,65.414710485,56.522805297,NA,9.1,NA,NA,NA,7.9,34.174397692,27.450980392,4689:1,84,NA,NA,12.863869863,776,3728,26,12,43.13,89.484978541,61,73.333333333,222,Yes
51069,Frederick,2017,83199,NA,NA,NA,NA,NA,NA,NA,1.2368923407,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,7.2,2404.0960216,3.0701692377,1.5817497806,5810,8.5473216899,9.651348038,33.4,30.318653712,16.077835986,33.058419244,NA,NA,6009.3,12.828602289,2.7370421125,3.1271580262,6.8616939807,15.071163859,31.7,16.827185352,190,NA,513,13.718715522,NA,NA,NA,NA,NA,NA,NA,3.9613030073,10.7,NA,24.277246256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7129,970,19232,NA,NA,NA,NA,NA,20.8,8320:1,58.692185008,65.558562041,NA,9.7,NA,NA,NA,9.1,64.344550156,26.984126984,2773:1,NA,NA,NA,13.524168666,902,6529,37,30,63.45,88.24742268,82,88.333333333,274,No
51071,Giles,2017,16708,NA,NA,NA,NA,NA,NA,NA,0.5927127527,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,10.6,691.6994121,4.0015007063,0.5326789562,1800,9.5606623128,10.270605646,34.9,56.311231414,35.039385515,45.191910854,NA,NA,8981.7,12.632287261,3.2713302582,3.3113799134,11.147011309,15.29190633,30.3,16.94712883,31,NA,143,13.553657631,NA,NA,NA,NA,NA,NA,NA,5.1183541951,17.6,NA,33.411420205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2567,426,3415,NA,NA,NA,NA,NA,32,3342:1,75.536480687,51.150762865,NA,8.6,NA,NA,NA,8.3,65.914612982,15,16708:1,84,NA,NA,9.5603628751,309,1238,9,1,45.82,89.671361502,20,21.333333333,71,No
51073,Gloucester,2017,37143,NA,NA,NA,NA,NA,NA,NA,0.0399554782,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,8.8,807.83869147,2.1917594321,0.9692270414,3260,9.1031836372,9.6817603458,32.3,12.73844902,6.9129922291,36.317598119,NA,NA,6800.8,12.376320188,3.3694439527,3.2701317052,7.7380952381,15.735784146,34.5,18.061743651,86,NA,178,12.666448016,NA,NA,NA,NA,NA,NA,NA,4.0712731793,14.7,NA,23.329425557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5532,726,7677,NA,NA,NA,NA,NA,23,3095:1,74.245472837,61.018735363,NA,8.3,NA,NA,NA,8.9,57.100222475,40,774:1,91,NA,NA,14.470842333,495,2520,21,48,45.18,90.771349862,36,39,150,No
51075,Goochland,2017,22253,NA,NA,NA,NA,NA,NA,NA,0.6181417413,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,8.3,966.49575109,4.4504109734,1.3885768211,1790,8.3573115399,9.2960718895,31.6,24.249233731,22.557784832,27.481542248,NA,NA,5574.3,11.368536124,2.79206133,3.0484916598,6.1525840853,13.276392427,28.4,17.174412981,73,NA,48,6.6082993524,NA,NA,NA,NA,NA,NA,NA,4.1165413534,9.8,NA,23.444283647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2932,350,4146,NA,NA,NA,NA,NA,21.6,3179:1,70.758122744,65.675977654,NA,8.9,NA,NA,NA,8.8,65.538518212,56,1484:1,92.5,NA,NA,12.282878412,247,1219,19,15,34.65,88.571428571,41,16.333333333,62,No
51077,Grayson,2017,16012,NA,NA,NA,NA,NA,NA,NA,0.3762682255,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,13.1,981.97661875,6.3218735514,0.1811141644,2000,12.250390467,12.063631247,32.6,38.781389749,20.346047857,63.143018655,NA,NA,7626.1,17.438671286,3.984040244,3.6854299815,7.5987841945,18.874470765,30.3,14.479043677,28,NA,126,16.339076976,NA,NA,NA,NA,NA,NA,NA,5.8284404984,29.4,NA,35.13614323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363,308,2681,NA,NA,NA,NA,NA,32.1,5337:1,61.990950226,49.753265602,NA,8.4,NA,NA,NA,7.6,45.406553789,22.222222222,16012:1,82.5,NA,NA,12.084592145,245,987,4,1,51.34,87.012987013,14,16.333333333,66,No
51079,Greene,2017,19162,NA,NA,NA,NA,NA,NA,NA,0.8654335652,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,9,0,0,1.6543158334,1680,9.7652598035,10.312723358,33.4,19.836856344,25.872576229,39.183673469,NA,NA,6509.1,13.092560933,3.2890550038,3.2387229774,7.9295154185,16.597688663,27.9,16.791593463,28,NA,92,15.84381453,NA,NA,NA,NA,NA,NA,NA,3.6595147383,13.9,NA,20.893903233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,297,4609,NA,NA,NA,NA,NA,25.2,6387:1,62.343096234,52.748824852,NA,8.6,NA,NA,NA,9.1,73.373906428,0,3194:1,93,NA,NA,10.514865845,218,1589,3,6,43.36,89.225589226,15,19.333333333,53,Yes
51081,Greensville,2017,11885,NA,NA,NA,NA,NA,NA,NA,0.4264392324,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,19.6,356.5507893,2.9122828498,0.7067732436,2340,12.676671979,11.726572922,42.9,6.0121327296,5.925627349,82.601536773,NA,NA,8264.6,22.283338266,4.1049918348,3.5720010799,13.502538071,22.400783778,32.7,14.939388727,65,NA,155,13.057875036,NA,NA,NA,NA,NA,NA,NA,5.3969776925,28.7,NA,40.211640212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,58,1890,NA,NA,NA,NA,NA,26.8,11885:1,85.185185185,34.360465116,NA,8.6,NA,NA,NA,6.6,27.084864821,37.5,849:1,NA,NA,NA,14.454277286,198,985,6,14,65.84,82.75862069,6,18,45,No
51083,Halifax,2017,35125,NA,NA,NA,NA,NA,NA,NA,0.4953872623,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,17.6,4107.8281582,11.334753893,0.5295373665,6300,12.202400622,12.271030274,37.1,21.175992239,20.439694646,60.886877828,NA,NA,9269.3,18.944105347,3.9432737996,3.8017565841,10.484824596,19.303913024,32.4,12.958560323,148,NA,332,14.309490347,NA,NA,NA,NA,NA,NA,NA,6.3821456539,25.6,NA,37.278185457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6137,957,7495,NA,NA,NA,NA,NA,28,2342:1,58.901830283,54.631988202,NA,9,NA,NA,NA,6.1,39.797466957,33.333333333,1405:1,78,NA,NA,12.153012864,631,2537,16,25,43.04,91.118077325,58,71.666666667,135,No
51085,Hanover,2017,103227,NA,NA,NA,NA,NA,NA,NA,0.6828520211,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,7.5,2383.3112694,2.3865808852,1.6691369506,7590,8.4199521705,9.2164241867,30.9,29.46738687,25.522968978,13.419433513,NA,NA,5957.3,10.375968979,2.8733980791,3.021246231,7.6530612245,13.471487291,27.4,16.64101273,258,NA,325,8.5576923077,NA,NA,NA,NA,NA,NA,NA,3.8510570488,7.1,NA,20.365277181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14669,1595,23270,NA,NA,NA,NA,NA,18.4,1750:1,69.267900241,73.330964332,NA,9.3,NA,NA,NA,9.1,78.16608754,30.434782609,853:1,91,NA,NA,10.724441435,1097,6468,75,121,34.04,89.21630094,140,122.66666667,306,No
51087,Henrico,2017,325155,NA,NA,NA,NA,NA,NA,NA,2.6989088448,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,13.3,11369.335402,3.7041508468,8.2366871185,42020,9.2750494836,9.9464099058,34,56.155632939,42.429577774,41.08349537,NA,NA,5811.2,13.083684962,2.9710343715,3.1884383797,8.8461538462,15.60158736,27.5,16.005193859,1714,NA,1402,11.823330298,NA,NA,NA,NA,NA,NA,NA,4.2766554433,13,NA,34.955095876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33654,3459,74158,NA,NA,NA,NA,NA,22.6,1439:1,67.275494673,73.647379717,NA,8.8,NA,NA,NA,7.8,93.936501214,32.608695652,451:1,85,NA,NA,15.458624732,2999,27820,319,721,39.17,88.175773345,368,553.33333333,839,No
51089,Henry,2017,51881,NA,NA,NA,NA,NA,NA,NA,1.6068451604,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA,NA,14.9,3599.7207745,6.6475610321,0.5840288352,7870,11.731715927,11.945907023,37.3,23.404406405,22.678100126,65.724286484,NA,NA,11217.4,18.415176166,3.696324273,3.6590997911,10.221226547,19.914042465,32.3,13.205428772,190,NA,425,16.291259735,NA,NA,NA,NA,NA,NA,NA,6.4963012777,30.5,NA,36.123723042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699,796,10572,NA,NA,NA,NA,NA,37.6,1674:1,63.829787234,53.540019543,NA,9.1,NA,NA,NA,7.2,55.814297058,32.835820896,51881:1,84,NA,NA,11.899515205,1002,3571,31,1,62.63,86.934673367,82,163.66666667,287,No
51091,Highland,2017,2214,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,8.3,706.69954862,30.448063275,0.406504065,190,10.303760579,10.856867186,32.1,NA,NA,63.5,NA,NA,NA,13.905320127,3.4265536567,3.42564252,NA,15.404235451,26.3,14.356755945,NA,NA,NA,24.5437382,NA,NA,NA,NA,NA,NA,NA,3.5398230088,24.2,NA,13.915857605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,48,309,NA,NA,NA,NA,NA,24.4,2214:1,43.75,41.312741313,NA,7.7,NA,NA,NA,6,24.170616114,50,443:1,NA,NA,NA,10.447761194,NA,NA,NA,5,39.65,95.833333333,7,0.6666666667,15,No
51093,Isle of Wight,2017,36314,NA,NA,NA,NA,NA,NA,NA,0.8845396574,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,11.5,904.40138168,2.5642228003,1.0106295093,4090,9.3007482953,10.02590886,34.2,23.224051122,18.075839073,37.408137659,NA,NA,6952,13.205454014,3.0562508941,3.2129353806,7.3719283632,15.185556444,29.3,16.875755033,155,NA,138,11.460227655,NA,NA,NA,NA,NA,NA,NA,4.5763071376,13.1,NA,27.764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4603,664,7650,NA,NA,NA,NA,NA,23.7,4539:1,68.649885584,66.567703627,NA,8.6,NA,NA,NA,8.3,66.277289481,38.461538462,6052:1,89,NA,NA,14.491150442,478,2401,20,6,38.66,88.403614458,52,51.333333333,106,Yes
51095,James City,2017,73147,NA,NA,NA,NA,NA,NA,NA,0.9489528796,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,9.3,3862.1512784,5.7636306742,2.6973081603,6490,8.5838407404,9.4476480863,31.4,29.341947224,23.508716964,29.959839357,NA,NA,4801.1,12.043777903,2.8051285959,3.0222279261,6.8722831712,13.362014895,25.2,16.842413289,183,NA,266,10.315533981,NA,NA,NA,NA,NA,NA,NA,4.3073882462,10.2,NA,27.776256333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9386,982,14606,NA,NA,NA,NA,NA,20.4,914:1,75.381263617,72.19778055,NA,8.4,NA,NA,NA,8.4,91.360861974,35.714285714,438:1,NA,NA,NA,13.148595871,643,4831,97,167,33.95,88.696537678,81,72.333333333,195,No
51097,King and Queen,2017,7158,NA,NA,NA,NA,NA,NA,NA,1.3575328316,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,13.1,342.87170734,4.9369576291,0.4191114837,930,11.333704762,11.387204561,36,16.276963393,20.228675049,62.177328844,NA,NA,6879.9,16.844908302,3.7278711522,3.5592365644,8.3900226757,17.995127728,30.1,14.498148548,23,NA,50,16.713581985,NA,NA,NA,NA,NA,NA,NA,4.8453326033,20.5,NA,44.332129964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,161,1385,NA,NA,NA,NA,NA,26.4,NA,66.326530612,46.679561573,NA,8.3,NA,NA,NA,7.7,27.717782577,30,NA,NA,NA,NA,12.914485166,102,441,3,NA,37.64,90.683229814,7,8,20,No
51099,King George,2017,25515,NA,NA,NA,NA,NA,NA,NA,0.1034705756,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,9.7,0,0,1.5559474819,2380,8.4757680184,9.3009781755,34.2,9.0661378851,13.14791744,35.196167883,NA,NA,6404.5,11.441409763,2.8726803747,3.003006031,7.9524680073,14.229033964,28.3,18.657090332,68,NA,155,9.175513892,NA,NA,NA,NA,NA,NA,NA,4.7433452193,9.6,NA,22.429764617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2448,347,6585,NA,NA,NA,NA,NA,20.6,2126:1,51.627906977,66.865484225,NA,8.5,NA,NA,NA,8.9,61.300033921,10.344827586,2835:1,92,NA,NA,10.342754059,247,2188,4,9,57.38,86.74351585,30,27.666666667,93,Yes
51101,King William,2017,16269,NA,NA,NA,NA,NA,NA,NA,0.5686326369,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,10.9,343.27682243,2.1542317065,0.9035589157,1750,9.3298849872,10.098308861,34.9,22.834858004,21.358046875,33.355525965,NA,NA,8020.4,13.526127251,3.069204774,3.2126456416,8.3456425406,16.345821163,26.3,17.803870622,32,NA,90,12.424922209,NA,NA,NA,NA,NA,NA,NA,4.211123723,12.2,NA,29.927007299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673,222,3836,NA,NA,NA,NA,NA,27.5,2324:1,67.320261438,58.974358974,NA,8.7,NA,NA,NA,8.5,47.574521494,21.428571429,3254:1,90.369955157,NA,NA,13.833333333,213,1354,9,5,36.29,88.738738739,18,10,62,No
51103,Lancaster,2017,10965,NA,NA,NA,NA,NA,NA,NA,0.214953271,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA,14.2,28.103492415,0.2467166396,0.7660738714,1590,10.242218276,10.678758395,32.8,22.530770277,20.262796172,74.918032787,NA,NA,8201.5,14.911548509,3.430700552,3.4158544914,11.42384106,14.49210771,29.8,12.428744412,43,NA,55,13.835770529,NA,NA,NA,NA,NA,NA,NA,6.7228537828,26.2,NA,51.351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499,292,1702,NA,NA,NA,NA,NA,25,10965:1,69.624573379,56.023054755,NA,8,NA,NA,NA,8,50.136072338,58.333333333,1097:1,82.5,NA,NA,15.154440154,184,604,5,10,31.89,88.356164384,31,11.666666667,49,Yes
51105,Lee,2017,24742,NA,NA,NA,NA,NA,NA,NA,0.1961848312,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,14.9,6.3064029407,0.0246469025,0.2910031525,3790,12.686216738,12.438638483,36.7,63.567460488,46.126351148,60.518292683,NA,NA,10239.7,19.842090496,4.2528993714,3.8535058199,9.0191657272,20.381642312,29.4,14.855520478,42,NA,247,15.922027709,NA,NA,NA,NA,NA,NA,NA,7.2287763127,36.3,NA,27.944524943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592,419,4831,NA,NA,NA,NA,NA,31,4948:1,51.709401709,48.312906642,NA,9.6,NA,NA,NA,7.8,51.745026771,18.518518519,1076:1,76,NA,NA,14.966338685,477,1774,7,23,80.3,84.248210024,17,38.666666667,110,Yes
51107,Loudoun,2017,375629,NA,NA,NA,NA,NA,NA,NA,4.2179316233,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,4.3,1614.8838679,0.517075565,18.040140671,14410,7.6398094346,8.161170136,30.9,26.831071589,30.246543221,16.762919175,NA,NA,3179.6,9.3790132663,2.5170288625,2.6146301636,6.6156896063,11.729888171,21.6,18.685799966,611,NA,668,7.4410939755,NA,NA,NA,NA,NA,NA,NA,3.5660620508,4,NA,14.110121661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23520,1928,103649,NA,NA,NA,NA,NA,17.7,1647:1,60.420215786,82.752362879,NA,10,NA,NA,NA,10,88.637928219,29.6875,833:1,93,NA,NA,12.276274592,1503,35310,270,451,40.96,85.995850622,239,292.66666667,516,Yes
51109,Louisa,2017,34602,NA,NA,NA,NA,NA,NA,NA,0.683179436,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,10.4,268.7566475,0.8106555892,0.5982313161,3500,9.8742791934,10.453234666,33.8,13.806295371,9.1618061969,46.428571429,NA,NA,6735.4,14.576141526,3.257397716,3.328453449,8.2072617247,16.912706884,32.4,17.123812006,77,NA,214,14.615929204,NA,NA,NA,NA,NA,NA,NA,4.2512690355,16.7,NA,25.006985191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5576,713,7158,NA,NA,NA,NA,NA,26.3,4943:1,66.60341556,51.240710417,NA,8.7,NA,NA,NA,8.7,46.016951709,45.454545455,6920:1,85,NA,NA,13.60674588,437,2644,5,5,42.06,89.761570827,41,50.666666667,98,Yes
51111,Lunenburg,2017,12299,NA,NA,NA,NA,NA,NA,NA,0.7443961191,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,15.8,1.5435617846,0.0119526234,0.3414911781,2010,11.922505091,11.683146628,37.9,11.65020891,11.699890526,67.231638418,NA,NA,9800.7,18.62707246,3.8396632183,3.5853078753,11.571254568,19.646760549,27.5,14.152698229,46,NA,109,18.227959837,NA,NA,NA,NA,NA,NA,NA,5.1948051948,29,NA,44.031719533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371,205,2396,NA,NA,NA,NA,NA,26.4,3075:1,53.50877193,47.137931034,NA,8.5,NA,NA,NA,7.7,17.69397553,36.363636364,3075:1,82.5,NA,NA,16.192560175,203,821,3,4,59.24,92.195121951,19,20.666666667,51,No
51113,Madison,2017,13134,NA,NA,NA,NA,NA,NA,NA,0.1847241185,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,10.4,85.305722684,0.6410108407,0.5862646566,1380,10.797538161,11.335315423,33.7,15.661202559,0.762058944,40.482573727,NA,NA,6624.3,15.186574166,3.5575427637,3.5807686417,7.0021881838,17.987649897,29.1,15.78275296,40,NA,60,16.269271282,NA,NA,NA,NA,NA,NA,NA,3.4935718278,18.2,NA,33.909287257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,232,2778,NA,NA,NA,NA,NA,24.3,2627:1,67.222222222,48.816355811,NA,8.5,NA,NA,NA,8.7,43.672978659,40,4378:1,87.5,NA,NA,14.427860697,167,914,7,3,34.76,92.24137931,15,11,60,Yes
51115,Mathews,2017,8862,NA,NA,NA,NA,NA,NA,NA,0.1966909638,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,9,0,0,0.7334687429,800,8.7858822355,9.640647656,31.2,1.1708653016,0.072804002,40.438596491,NA,NA,5587.6,11.573010406,2.9738329157,3.1155012689,9.7345132743,13.678291168,27.8,15.525762249,20,NA,34,13.526340769,NA,NA,NA,NA,NA,NA,NA,4.1646371164,17.9,NA,29.761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2182,219,1512,NA,NA,NA,NA,NA,22,4431:1,79.55801105,68.867313916,NA,8,NA,NA,NA,9.1,66.4624638,22.222222222,4431:1,87.5,NA,NA,11.932555123,116,452,5,2,29.42,90.410958904,18,4,42,Yes
51117,Mecklenburg,2017,31081,NA,NA,NA,NA,NA,NA,NA,0.6073680717,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,17.2,1393.6078188,4.2582815987,0.9298285126,5500,11.76365838,11.777058712,36.2,21.612486941,20.164816012,60.95113438,NA,NA,9967.9,17.951857515,3.7455121386,3.6870639036,10.983213429,17.592337186,30.9,13.001780423,141,NA,258,16.74065773,NA,NA,NA,NA,NA,NA,NA,6.1691939346,27.5,NA,40.993071594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5831,882,6062,NA,NA,NA,NA,NA,28.1,3885:1,66.197183099,58.655332303,NA,8.9,NA,NA,NA,6.9,48.20179057,17.073170732,1727:1,87,NA,NA,13.873517787,575,2085,21,18,54.83,87.868480726,44,78,108,Yes
